gender,body_type,season,occasion,fabrics
Women,Triangle,Summer,Party,Velvet
Women,Hourglass,Summer,Business,Chiffon
Men,V-Shape,Autumn,Gym/Sport,Twill
Men,Apple,Winter,Gym/Sport,Twill
Women,Triangle,Winter,Ethnic,Linen
Men,Apple,Winter,Business,Denim
Women,Inverted Triangle,Summer,Casual,Satin
Men,V-Shape,Winter,Casual,Denim
Men,V-Shape,Spring,Business,Polyester
Men,Triangle,Winter,Gym/Sport,Linen
Men,V-Shape,Summer,Business,Twill
Women,Hourglass,Spring,Party,Silk
Women,Rectangle,Winter,Gym/Sport,Silk
Women,Inverted Triangle,Summer,Gym/Sport,Silk
Women,Round,Autumn,Casual,Linen
Men,Apple,Summer,Party,Polyester
Women,Inverted Triangle,Winter,Party,Cotton
Women,Hourglass,Winter,Ethnic,Linen
Men,Apple,Summer,Gym/Sport,Polyester
Women,Triangle,Winter,Business,Chiffon
Men,V-Shape,Spring,Ethnic,Polyester
Men,Apple,Spring,Party,Cotton
Men,V-Shape,Spring,Ethnic,Wool
Men,V-Shape,Summer,Ethnic,Linen
Men,V-Shape,Summer,Casual,Linen
Women,Inverted Triangle,Spring,Ethnic,Rayon
Men,Triangle,Winter,Ethnic,Cotton
Men,Triangle,Spring,Business,Linen
Women,Inverted Triangle,Winter,Casual,Satin
Men,Apple,Winter,Casual,Wool
Men,V-Shape,Spring,Business,Wool
Women,Round,Winter,Ethnic,Chiffon
Men,Triangle,Spring,Gym/Sport,Polyester
Men,Rectangle,Spring,Gym/Sport,Twill
Men,Rectangle,Summer,Casual,Cotton
Women,Round,Winter,Casual,Denim
Women,Triangle,Winter,Party,Chiffon
Men,Rectangle,Spring,Gym/Sport,Denim
Women,Triangle,Autumn,Party,Velvet
Women,Rectangle,Autumn,Casual,Velvet
Women,Round,Winter,Party,Denim
Women,Inverted Triangle,Autumn,Ethnic,Velvet
Men,Rectangle,Summer,Business,Denim
Women,Round,Autumn,Casual,Cotton
Men,V-Shape,Autumn,Business,Wool
Women,Round,Winter,Casual,Satin
Men,Rectangle,Autumn,Gym/Sport,Wool
Men,Triangle,Autumn,Gym/Sport,Twill
Women,Hourglass,Spring,Ethnic,Denim
Women,Hourglass,Summer,Party,Denim
Men,Apple,Spring,Business,Denim
Men,Apple,Summer,Business,Polyester
Women,Triangle,Spring,Ethnic,Cotton
Women,Rectangle,Summer,Business,Chiffon
Women,Inverted Triangle,Summer,Gym/Sport,Cotton
Women,Hourglass,Autumn,Business,Chiffon
Men,Rectangle,Winter,Ethnic,Denim
Women,Hourglass,Autumn,Casual,Silk
Women,Hourglass,Spring,Gym/Sport,Cotton
Men,Apple,Winter,Ethnic,Cotton
Men,Triangle,Summer,Business,Twill
Men,V-Shape,Winter,Gym/Sport,Linen
Men,V-Shape,Winter,Casual,Polyester
Women,Inverted Triangle,Winter,Party,Silk
Women,Hourglass,Summer,Party,Cotton
Men,Apple,Winter,Ethnic,Polyester
Men,V-Shape,Spring,Ethnic,Twill
Women,Round,Winter,Ethnic,Satin
Women,Rectangle,Spring,Party,Satin
Men,Rectangle,Spring,Casual,Twill
Women,Rectangle,Winter,Casual,Chiffon
Women,Inverted Triangle,Autumn,Casual,Silk
Women,Inverted Triangle,Autumn,Casual,Denim
Women,Inverted Triangle,Winter,Business,Denim
Men,Triangle,Spring,Casual,Denim
Women,Inverted Triangle,Spring,Casual,Cotton
Women,Rectangle,Autumn,Business,Denim
Women,Rectangle,Autumn,Party,Cotton
Women,Inverted Triangle,Winter,Business,Linen
Women,Rectangle,Winter,Ethnic,Velvet
Men,Triangle,Summer,Gym/Sport,Polyester
Women,Rectangle,Autumn,Business,Cotton
Men,Triangle,Winter,Party,Polyester
Women,Rectangle,Autumn,Casual,Chiffon
Women,Triangle,Winter,Business,Denim
Men,Apple,Spring,Business,Polyester
Women,Hourglass,Winter,Gym/Sport,Chiffon
Men,Rectangle,Autumn,Party,Linen
Women,Round,Autumn,Party,Denim
Women,Inverted Triangle,Winter,Ethnic,Silk
Women,Rectangle,Summer,Casual,Velvet
Men,V-Shape,Summer,Party,Wool
Women,Rectangle,Autumn,Party,Denim
Men,Rectangle,Winter,Gym/Sport,Wool
Men,Rectangle,Autumn,Gym/Sport,Wool
Women,Rectangle,Summer,Business,Velvet
Women,Rectangle,Autumn,Party,Cotton
Men,V-Shape,Winter,Ethnic,Denim
Men,Apple,Winter,Ethnic,Twill
Women,Hourglass,Summer,Party,Velvet
Women,Hourglass,Winter,Casual,Cotton
Men,Apple,Spring,Casual,Polyester
Women,Inverted Triangle,Winter,Casual,Rayon
Women,Triangle,Winter,Casual,Denim
Women,Rectangle,Spring,Casual,Silk
Women,Hourglass,Spring,Ethnic,Satin
Men,V-Shape,Summer,Ethnic,Linen
Men,Apple,Spring,Party,Cotton
Women,Round,Summer,Business,Linen
Women,Triangle,Winter,Ethnic,Silk
Women,Inverted Triangle,Autumn,Casual,Linen
Men,Rectangle,Autumn,Ethnic,Polyester
Women,Inverted Triangle,Spring,Ethnic,Chiffon
Men,V-Shape,Summer,Ethnic,Cotton
Women,Hourglass,Spring,Party,Denim
Women,Round,Summer,Business,Chiffon
Men,Rectangle,Autumn,Ethnic,Linen
Women,Rectangle,Autumn,Party,Rayon
Women,Round,Spring,Casual,Satin
Men,Apple,Winter,Party,Denim
Women,Inverted Triangle,Autumn,Party,Rayon
Women,Rectangle,Autumn,Ethnic,Silk
Men,Rectangle,Autumn,Business,Linen
Men,V-Shape,Spring,Gym/Sport,Polyester
Women,Rectangle,Winter,Party,Denim
Women,Hourglass,Winter,Ethnic,Denim
Women,Hourglass,Winter,Casual,Rayon
Women,Round,Spring,Gym/Sport,Linen
Men,Apple,Autumn,Casual,Denim
Men,V-Shape,Autumn,Casual,Wool
Women,Triangle,Summer,Party,Cotton
Men,Apple,Spring,Gym/Sport,Denim
Women,Hourglass,Summer,Party,Denim
Women,Rectangle,Spring,Gym/Sport,Cotton
Men,Triangle,Summer,Ethnic,Polyester
Women,Hourglass,Winter,Casual,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Silk
Men,Triangle,Autumn,Party,Linen
Women,Hourglass,Summer,Business,Denim
Women,Hourglass,Summer,Ethnic,Cotton
Women,Round,Spring,Casual,Velvet
Men,Apple,Autumn,Casual,Linen
Women,Round,Spring,Casual,Velvet
Men,Triangle,Summer,Gym/Sport,Cotton
Women,Triangle,Winter,Gym/Sport,Silk
Men,Rectangle,Winter,Casual,Twill
Men,Apple,Summer,Business,Polyester
Men,Triangle,Summer,Party,Twill
Men,Apple,Summer,Ethnic,Polyester
Men,Triangle,Spring,Ethnic,Denim
Men,V-Shape,Winter,Business,Twill
Women,Round,Spring,Party,Linen
Men,V-Shape,Spring,Business,Denim
Men,V-Shape,Summer,Business,Linen
Women,Round,Autumn,Casual,Rayon
Women,Triangle,Winter,Gym/Sport,Rayon
Women,Inverted Triangle,Winter,Gym/Sport,Rayon
Women,Rectangle,Spring,Casual,Linen
Women,Hourglass,Winter,Ethnic,Denim
Men,Triangle,Autumn,Casual,Cotton
Men,Apple,Autumn,Casual,Cotton
Women,Round,Spring,Gym/Sport,Cotton
Men,V-Shape,Spring,Ethnic,Polyester
Women,Rectangle,Spring,Business,Satin
Women,Rectangle,Winter,Ethnic,Cotton
Women,Triangle,Spring,Ethnic,Satin
Women,Hourglass,Summer,Casual,Linen
Women,Round,Summer,Party,Denim
Men,Rectangle,Winter,Gym/Sport,Linen
Women,Rectangle,Autumn,Ethnic,Satin
Women,Inverted Triangle,Winter,Gym/Sport,Linen
Women,Inverted Triangle,Autumn,Ethnic,Velvet
Women,Triangle,Summer,Party,Silk
Men,V-Shape,Summer,Business,Twill
Men,V-Shape,Spring,Gym/Sport,Denim
Women,Inverted Triangle,Autumn,Ethnic,Silk
Women,Triangle,Winter,Business,Velvet
Women,Hourglass,Summer,Gym/Sport,Silk
Women,Round,Summer,Business,Velvet
Women,Round,Summer,Ethnic,Chiffon
Men,V-Shape,Winter,Business,Twill
Women,Round,Spring,Party,Satin
Women,Rectangle,Spring,Party,Cotton
Women,Rectangle,Spring,Party,Satin
Women,Rectangle,Autumn,Ethnic,Rayon
Men,V-Shape,Spring,Party,Twill
Men,Rectangle,Spring,Gym/Sport,Denim
Women,Hourglass,Spring,Ethnic,Satin
Women,Triangle,Summer,Party,Velvet
Women,Hourglass,Winter,Casual,Denim
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Inverted Triangle,Spring,Gym/Sport,Denim
Women,Hourglass,Summer,Business,Silk
Men,Rectangle,Spring,Ethnic,Linen
Men,Triangle,Autumn,Gym/Sport,Polyester
Women,Inverted Triangle,Autumn,Business,Chiffon
Women,Inverted Triangle,Winter,Ethnic,Satin
Women,Inverted Triangle,Autumn,Party,Cotton
Men,Apple,Spring,Gym/Sport,Polyester
Men,Triangle,Autumn,Party,Denim
Women,Triangle,Winter,Party,Rayon
Women,Round,Winter,Casual,Linen
Men,Triangle,Spring,Ethnic,Cotton
Women,Rectangle,Winter,Party,Satin
Men,V-Shape,Winter,Casual,Denim
Men,Rectangle,Winter,Party,Denim
Men,Apple,Autumn,Business,Wool
Men,Apple,Winter,Business,Wool
Women,Round,Summer,Ethnic,Rayon
Women,Rectangle,Autumn,Ethnic,Linen
Women,Hourglass,Summer,Party,Denim
Women,Rectangle,Spring,Casual,Linen
Women,Inverted Triangle,Summer,Ethnic,Linen
Men,V-Shape,Spring,Party,Polyester
Men,Rectangle,Autumn,Gym/Sport,Cotton
Women,Hourglass,Spring,Casual,Velvet
Women,Triangle,Winter,Gym/Sport,Chiffon
Women,Inverted Triangle,Autumn,Gym/Sport,Satin
Women,Round,Summer,Casual,Silk
Women,Hourglass,Summer,Party,Cotton
Women,Inverted Triangle,Spring,Party,Chiffon
Men,Rectangle,Winter,Ethnic,Polyester
Women,Hourglass,Winter,Business,Linen
Men,Rectangle,Spring,Casual,Polyester
Women,Round,Autumn,Business,Velvet
Men,V-Shape,Summer,Gym/Sport,Denim
Men,V-Shape,Autumn,Casual,Polyester
Men,V-Shape,Winter,Ethnic,Twill
Men,Rectangle,Winter,Business,Cotton
Women,Rectangle,Summer,Party,Denim
Men,Triangle,Winter,Business,Wool
Women,Triangle,Summer,Casual,Velvet
Women,Triangle,Autumn,Party,Linen
Men,V-Shape,Spring,Business,Cotton
Women,Inverted Triangle,Summer,Ethnic,Chiffon
Men,Rectangle,Winter,Party,Linen
Men,V-Shape,Summer,Business,Polyester
Men,V-Shape,Winter,Casual,Cotton
Women,Inverted Triangle,Winter,Business,Linen
Women,Rectangle,Summer,Ethnic,Velvet
Women,Hourglass,Spring,Casual,Chiffon
Men,V-Shape,Autumn,Gym/Sport,Denim
Women,Inverted Triangle,Winter,Business,Linen
Women,Rectangle,Winter,Party,Rayon
Women,Inverted Triangle,Spring,Party,Linen
Women,Rectangle,Spring,Gym/Sport,Rayon
Women,Hourglass,Spring,Party,Denim
Men,Rectangle,Summer,Gym/Sport,Twill
Men,Rectangle,Winter,Business,Cotton
Women,Round,Spring,Casual,Cotton
Women,Triangle,Summer,Gym/Sport,Velvet
Women,Hourglass,Summer,Gym/Sport,Velvet
Men,Apple,Spring,Casual,Wool
Women,Hourglass,Summer,Business,Rayon
Women,Rectangle,Summer,Gym/Sport,Linen
Women,Triangle,Summer,Business,Denim
Men,Triangle,Spring,Business,Cotton
Women,Inverted Triangle,Summer,Party,Satin
Women,Triangle,Summer,Casual,Satin
Men,Rectangle,Autumn,Business,Cotton
Women,Rectangle,Spring,Gym/Sport,Cotton
Women,Hourglass,Autumn,Party,Satin
Men,Apple,Spring,Casual,Polyester
Men,Triangle,Summer,Casual,Cotton
Men,V-Shape,Summer,Business,Cotton
Women,Rectangle,Spring,Gym/Sport,Cotton
Men,Rectangle,Winter,Ethnic,Twill
Men,Triangle,Summer,Business,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Cotton
Men,Apple,Summer,Party,Denim
Men,Apple,Summer,Party,Twill
Women,Rectangle,Winter,Casual,Velvet
Men,Apple,Summer,Party,Denim
Men,Apple,Summer,Casual,Denim
Women,Rectangle,Autumn,Casual,Satin
Men,Triangle,Winter,Casual,Wool
Men,Triangle,Winter,Ethnic,Linen
Women,Hourglass,Spring,Party,Velvet
Men,V-Shape,Winter,Gym/Sport,Linen
Women,Hourglass,Summer,Ethnic,Rayon
Women,Hourglass,Summer,Casual,Cotton
Women,Hourglass,Winter,Ethnic,Satin
Women,Rectangle,Autumn,Gym/Sport,Linen
Men,V-Shape,Autumn,Casual,Cotton
Women,Round,Spring,Business,Denim
Women,Triangle,Autumn,Casual,Chiffon
Men,V-Shape,Winter,Business,Linen
Men,Apple,Spring,Gym/Sport,Twill
Women,Rectangle,Spring,Party,Cotton
Women,Round,Winter,Casual,Chiffon
Women,Rectangle,Autumn,Business,Rayon
Men,Apple,Summer,Gym/Sport,Twill
Women,Hourglass,Autumn,Business,Chiffon
Women,Round,Summer,Casual,Velvet
Women,Round,Spring,Gym/Sport,Rayon
Women,Hourglass,Winter,Business,Rayon
Women,Triangle,Summer,Party,Denim
Men,Triangle,Spring,Party,Twill
Men,V-Shape,Summer,Party,Polyester
Women,Round,Summer,Ethnic,Silk
Women,Triangle,Spring,Business,Linen
Men,Triangle,Autumn,Party,Wool
Women,Round,Summer,Party,Rayon
Women,Triangle,Autumn,Party,Cotton
Men,Triangle,Spring,Party,Wool
Women,Inverted Triangle,Autumn,Party,Velvet
Women,Triangle,Autumn,Gym/Sport,Cotton
Men,Triangle,Summer,Ethnic,Wool
Men,V-Shape,Summer,Gym/Sport,Twill
Men,Apple,Winter,Ethnic,Linen
Women,Hourglass,Spring,Party,Cotton
Men,Triangle,Autumn,Party,Linen
Men,Apple,Spring,Ethnic,Twill
Men,Triangle,Autumn,Party,Wool
Women,Inverted Triangle,Autumn,Ethnic,Cotton
Women,Rectangle,Autumn,Business,Linen
Women,Inverted Triangle,Winter,Gym/Sport,Denim
Women,Round,Autumn,Business,Cotton
Women,Round,Winter,Casual,Silk
Women,Triangle,Spring,Business,Velvet
Men,Rectangle,Autumn,Casual,Denim
Men,Rectangle,Autumn,Ethnic,Twill
Men,V-Shape,Spring,Casual,Wool
Women,Triangle,Winter,Casual,Cotton
Women,Inverted Triangle,Spring,Ethnic,Linen
Men,Rectangle,Autumn,Ethnic,Cotton
Men,Rectangle,Winter,Business,Polyester
Men,V-Shape,Summer,Business,Wool
Men,V-Shape,Summer,Business,Wool
Men,Rectangle,Autumn,Gym/Sport,Twill
Women,Rectangle,Winter,Party,Denim
Women,Hourglass,Spring,Casual,Cotton
Men,Apple,Autumn,Business,Twill
Men,Apple,Summer,Party,Twill
Men,Rectangle,Winter,Ethnic,Cotton
Women,Rectangle,Autumn,Ethnic,Rayon
Men,Apple,Winter,Casual,Cotton
Men,V-Shape,Autumn,Business,Cotton
Women,Round,Winter,Ethnic,Linen
Women,Rectangle,Summer,Casual,Linen
Women,Triangle,Autumn,Business,Satin
Women,Inverted Triangle,Spring,Gym/Sport,Denim
Women,Hourglass,Summer,Gym/Sport,Cotton
Men,Triangle,Autumn,Ethnic,Twill
Men,Apple,Autumn,Business,Denim
Women,Inverted Triangle,Summer,Business,Satin
Men,Triangle,Winter,Business,Twill
Women,Round,Summer,Casual,Cotton
Men,Triangle,Autumn,Ethnic,Twill
Women,Triangle,Summer,Gym/Sport,Rayon
Women,Hourglass,Spring,Ethnic,Rayon
Men,V-Shape,Winter,Ethnic,Twill
Men,V-Shape,Winter,Casual,Cotton
Women,Inverted Triangle,Summer,Ethnic,Rayon
Men,Apple,Winter,Business,Denim
Women,Triangle,Summer,Ethnic,Linen
Men,Rectangle,Spring,Ethnic,Cotton
Women,Round,Summer,Gym/Sport,Satin
Women,Triangle,Autumn,Casual,Satin
Women,Triangle,Autumn,Ethnic,Satin
Men,V-Shape,Summer,Ethnic,Twill
Women,Round,Winter,Party,Chiffon
Men,Apple,Winter,Business,Wool
Women,Triangle,Autumn,Ethnic,Chiffon
Men,Rectangle,Summer,Casual,Polyester
Men,V-Shape,Summer,Party,Polyester
Women,Round,Autumn,Gym/Sport,Linen
Women,Round,Autumn,Party,Linen
Men,Triangle,Autumn,Casual,Twill
Men,Triangle,Winter,Business,Cotton
Women,Inverted Triangle,Autumn,Casual,Silk
Women,Inverted Triangle,Winter,Ethnic,Cotton
Men,Triangle,Autumn,Casual,Polyester
Men,Apple,Autumn,Party,Twill
Men,V-Shape,Spring,Party,Wool
Women,Round,Summer,Business,Cotton
Men,Apple,Autumn,Party,Cotton
Women,Hourglass,Autumn,Gym/Sport,Linen
Women,Rectangle,Summer,Business,Chiffon
Women,Inverted Triangle,Winter,Ethnic,Rayon
Men,Triangle,Autumn,Ethnic,Twill
Men,Rectangle,Winter,Ethnic,Polyester
Men,Triangle,Autumn,Party,Polyester
Women,Hourglass,Spring,Party,Denim
Women,Hourglass,Winter,Party,Satin
Women,Rectangle,Spring,Gym/Sport,Velvet
Men,Triangle,Summer,Ethnic,Twill
Men,Rectangle,Autumn,Party,Wool
Men,Rectangle,Summer,Party,Polyester
Women,Hourglass,Autumn,Casual,Denim
Men,V-Shape,Winter,Ethnic,Linen
Women,Rectangle,Spring,Gym/Sport,Linen
Women,Round,Autumn,Party,Cotton
Men,Rectangle,Autumn,Casual,Linen
Women,Hourglass,Summer,Casual,Denim
Women,Hourglass,Autumn,Business,Denim
Men,Triangle,Winter,Business,Denim
Women,Hourglass,Autumn,Gym/Sport,Chiffon
Women,Inverted Triangle,Spring,Ethnic,Linen
Women,Rectangle,Winter,Casual,Satin
Men,Rectangle,Summer,Party,Cotton
Men,V-Shape,Summer,Gym/Sport,Twill
Men,Apple,Spring,Casual,Twill
Women,Inverted Triangle,Autumn,Casual,Linen
Men,V-Shape,Summer,Casual,Twill
Men,Rectangle,Spring,Casual,Wool
Women,Inverted Triangle,Summer,Business,Silk
Women,Round,Autumn,Party,Rayon
Men,Apple,Winter,Business,Wool
Women,Triangle,Spring,Gym/Sport,Rayon
Women,Hourglass,Summer,Party,Satin
Men,Rectangle,Winter,Casual,Cotton
Women,Rectangle,Autumn,Gym/Sport,Chiffon
Women,Hourglass,Autumn,Party,Velvet
Men,Triangle,Autumn,Business,Wool
Men,V-Shape,Spring,Business,Linen
Women,Round,Autumn,Ethnic,Cotton
Men,Apple,Winter,Party,Wool
Women,Inverted Triangle,Spring,Gym/Sport,Denim
Men,Triangle,Autumn,Casual,Denim
Women,Round,Summer,Ethnic,Linen
Men,Apple,Summer,Business,Twill
Women,Round,Winter,Gym/Sport,Satin
Women,Triangle,Spring,Ethnic,Cotton
Men,Rectangle,Summer,Business,Polyester
Women,Triangle,Autumn,Gym/Sport,Rayon
Men,V-Shape,Spring,Ethnic,Cotton
Women,Rectangle,Autumn,Casual,Denim
Women,Hourglass,Spring,Business,Cotton
Men,Rectangle,Spring,Gym/Sport,Polyester
Men,Rectangle,Winter,Business,Cotton
Women,Hourglass,Spring,Business,Rayon
Women,Rectangle,Winter,Business,Linen
Women,Round,Summer,Business,Cotton
Women,Triangle,Summer,Business,Linen
Women,Rectangle,Winter,Party,Rayon
Women,Hourglass,Winter,Ethnic,Velvet
Women,Rectangle,Summer,Ethnic,Cotton
Women,Round,Autumn,Ethnic,Velvet
Men,Triangle,Autumn,Ethnic,Linen
Men,Triangle,Autumn,Business,Linen
Men,V-Shape,Summer,Party,Polyester
Women,Triangle,Winter,Party,Chiffon
Women,Triangle,Winter,Business,Chiffon
Men,V-Shape,Spring,Casual,Wool
Women,Inverted Triangle,Autumn,Party,Cotton
Women,Round,Spring,Gym/Sport,Silk
Women,Hourglass,Autumn,Business,Velvet
Women,Hourglass,Winter,Casual,Velvet
Women,Hourglass,Spring,Gym/Sport,Velvet
Women,Round,Autumn,Party,Chiffon
Men,Rectangle,Winter,Business,Cotton
Men,Triangle,Spring,Party,Denim
Men,V-Shape,Summer,Casual,Wool
Women,Inverted Triangle,Spring,Casual,Denim
Men,V-Shape,Autumn,Business,Linen
Men,Triangle,Summer,Party,Cotton
Women,Hourglass,Summer,Party,Rayon
Women,Rectangle,Summer,Business,Silk
Women,Triangle,Autumn,Ethnic,Satin
Women,Triangle,Winter,Ethnic,Cotton
Women,Triangle,Autumn,Casual,Rayon
Women,Inverted Triangle,Winter,Party,Silk
Men,V-Shape,Summer,Party,Wool
Women,Round,Winter,Ethnic,Rayon
Men,Triangle,Summer,Business,Polyester
Women,Hourglass,Spring,Gym/Sport,Silk
Men,Apple,Autumn,Casual,Denim
Women,Inverted Triangle,Summer,Ethnic,Denim
Men,Apple,Summer,Ethnic,Linen
Men,V-Shape,Winter,Casual,Wool
Men,V-Shape,Spring,Party,Twill
Men,Apple,Spring,Ethnic,Wool
Men,Rectangle,Winter,Business,Polyester
Women,Round,Spring,Party,Satin
Men,V-Shape,Summer,Gym/Sport,Polyester
Women,Hourglass,Autumn,Casual,Chiffon
Men,Apple,Summer,Ethnic,Wool
Men,Apple,Spring,Gym/Sport,Wool
Men,Apple,Spring,Business,Twill
Women,Hourglass,Summer,Ethnic,Satin
Women,Triangle,Summer,Casual,Cotton
Women,Hourglass,Summer,Party,Cotton
Women,Hourglass,Autumn,Ethnic,Rayon
Men,V-Shape,Autumn,Party,Polyester
Men,V-Shape,Spring,Ethnic,Polyester
Women,Round,Autumn,Ethnic,Cotton
Women,Inverted Triangle,Winter,Business,Chiffon
Women,Inverted Triangle,Summer,Gym/Sport,Rayon
Women,Hourglass,Spring,Business,Linen
Men,V-Shape,Autumn,Casual,Cotton
Men,Triangle,Spring,Casual,Wool
Women,Triangle,Spring,Party,Linen
Women,Hourglass,Winter,Gym/Sport,Velvet
Men,Rectangle,Summer,Party,Linen
Women,Hourglass,Autumn,Business,Silk
Men,Apple,Summer,Gym/Sport,Wool
Women,Inverted Triangle,Spring,Party,Satin
Women,Rectangle,Winter,Gym/Sport,Chiffon
Women,Inverted Triangle,Spring,Business,Rayon
Women,Inverted Triangle,Autumn,Gym/Sport,Silk
Women,Round,Summer,Gym/Sport,Chiffon
Women,Rectangle,Autumn,Party,Cotton
Women,Hourglass,Autumn,Party,Chiffon
Men,Apple,Winter,Party,Polyester
Men,Triangle,Autumn,Gym/Sport,Twill
Women,Triangle,Summer,Party,Silk
Women,Inverted Triangle,Spring,Party,Silk
Women,Rectangle,Summer,Party,Satin
Women,Hourglass,Summer,Gym/Sport,Chiffon
Men,Triangle,Summer,Business,Cotton
Men,Triangle,Winter,Business,Cotton
Women,Triangle,Spring,Party,Chiffon
Men,Apple,Spring,Ethnic,Twill
Women,Round,Summer,Party,Linen
Women,Inverted Triangle,Autumn,Ethnic,Denim
Women,Inverted Triangle,Winter,Party,Linen
Men,Rectangle,Autumn,Ethnic,Linen
Men,Rectangle,Autumn,Ethnic,Twill
Men,Triangle,Summer,Gym/Sport,Twill
Men,V-Shape,Summer,Business,Wool
Men,Triangle,Spring,Ethnic,Wool
Men,Apple,Summer,Casual,Wool
Men,Triangle,Autumn,Casual,Linen
Men,Apple,Spring,Party,Polyester
Men,V-Shape,Autumn,Gym/Sport,Polyester
Women,Hourglass,Spring,Business,Chiffon
Men,Triangle,Spring,Gym/Sport,Cotton
Men,Rectangle,Autumn,Casual,Polyester
Women,Round,Winter,Gym/Sport,Satin
Men,V-Shape,Spring,Party,Denim
Women,Hourglass,Autumn,Ethnic,Satin
Women,Triangle,Summer,Casual,Silk
Men,Apple,Summer,Business,Denim
Women,Rectangle,Spring,Business,Rayon
Men,V-Shape,Spring,Casual,Linen
Women,Round,Spring,Ethnic,Rayon
Women,Round,Spring,Casual,Cotton
Women,Hourglass,Spring,Gym/Sport,Rayon
Men,Rectangle,Spring,Gym/Sport,Twill
Women,Rectangle,Summer,Casual,Linen
Men,Rectangle,Autumn,Party,Denim
Men,V-Shape,Winter,Gym/Sport,Denim
Women,Rectangle,Spring,Casual,Chiffon
Women,Triangle,Summer,Party,Chiffon
Men,V-Shape,Autumn,Party,Linen
Women,Inverted Triangle,Spring,Ethnic,Silk
Men,V-Shape,Winter,Ethnic,Polyester
Women,Round,Autumn,Gym/Sport,Silk
Women,Hourglass,Autumn,Casual,Cotton
Men,Rectangle,Summer,Gym/Sport,Linen
Women,Round,Spring,Ethnic,Linen
Men,Triangle,Winter,Business,Polyester
Women,Inverted Triangle,Autumn,Casual,Cotton
Women,Hourglass,Summer,Business,Satin
Women,Hourglass,Summer,Ethnic,Rayon
Men,Triangle,Spring,Party,Denim
Women,Round,Winter,Business,Chiffon
Men,Apple,Winter,Party,Wool
Women,Round,Winter,Party,Cotton
Men,Rectangle,Autumn,Business,Wool
Women,Rectangle,Autumn,Ethnic,Silk
Women,Inverted Triangle,Summer,Business,Linen
Women,Inverted Triangle,Winter,Gym/Sport,Cotton
Men,Rectangle,Winter,Party,Linen
Women,Inverted Triangle,Spring,Party,Velvet
Men,V-Shape,Autumn,Casual,Twill
Women,Rectangle,Spring,Gym/Sport,Denim
Men,Rectangle,Autumn,Casual,Denim
Women,Hourglass,Spring,Casual,Rayon
Women,Hourglass,Spring,Party,Velvet
Men,Apple,Winter,Gym/Sport,Wool
Men,V-Shape,Autumn,Business,Polyester
Women,Triangle,Spring,Ethnic,Cotton
Women,Rectangle,Winter,Business,Satin
Men,Rectangle,Autumn,Casual,Twill
Men,Triangle,Winter,Business,Wool
Men,Triangle,Autumn,Casual,Denim
Women,Inverted Triangle,Summer,Casual,Chiffon
Women,Hourglass,Winter,Gym/Sport,Silk
Men,Rectangle,Spring,Ethnic,Twill
Women,Rectangle,Summer,Business,Linen
Women,Inverted Triangle,Winter,Casual,Denim
Women,Rectangle,Summer,Business,Chiffon
Men,Rectangle,Autumn,Ethnic,Linen
Women,Round,Summer,Casual,Velvet
Men,Triangle,Autumn,Business,Polyester
Women,Triangle,Autumn,Gym/Sport,Satin
Men,Triangle,Spring,Business,Polyester
Men,Triangle,Winter,Party,Polyester
Men,Apple,Autumn,Business,Polyester
Men,Apple,Summer,Gym/Sport,Wool
Women,Rectangle,Winter,Party,Cotton
Women,Rectangle,Winter,Business,Denim
Women,Round,Spring,Business,Rayon
Men,Triangle,Autumn,Casual,Denim
Men,Apple,Spring,Ethnic,Linen
Women,Rectangle,Autumn,Ethnic,Chiffon
Women,Round,Autumn,Party,Linen
Women,Triangle,Winter,Business,Denim
Women,Round,Spring,Ethnic,Linen
Women,Hourglass,Autumn,Business,Linen
Men,Rectangle,Winter,Casual,Polyester
Women,Hourglass,Autumn,Party,Satin
Women,Inverted Triangle,Winter,Business,Linen
Women,Inverted Triangle,Spring,Casual,Velvet
Women,Rectangle,Winter,Casual,Cotton
Women,Round,Summer,Gym/Sport,Cotton
Women,Inverted Triangle,Winter,Party,Cotton
Women,Triangle,Spring,Ethnic,Linen
Men,V-Shape,Spring,Gym/Sport,Twill
Men,Apple,Autumn,Party,Twill
Men,Apple,Spring,Gym/Sport,Polyester
Women,Rectangle,Autumn,Casual,Satin
Men,Apple,Summer,Casual,Twill
Women,Rectangle,Spring,Ethnic,Silk
Men,Apple,Summer,Party,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Rayon
Women,Hourglass,Summer,Casual,Rayon
Men,Triangle,Spring,Gym/Sport,Cotton
Men,Apple,Summer,Party,Wool
Men,Apple,Spring,Ethnic,Denim
Women,Hourglass,Spring,Casual,Chiffon
Women,Hourglass,Spring,Party,Rayon
Women,Round,Summer,Ethnic,Chiffon
Women,Hourglass,Spring,Business,Denim
Women,Round,Summer,Party,Cotton
Women,Hourglass,Autumn,Casual,Chiffon
Men,V-Shape,Autumn,Casual,Cotton
Women,Inverted Triangle,Winter,Casual,Denim
Men,Triangle,Autumn,Business,Denim
Men,Triangle,Autumn,Casual,Cotton
Women,Hourglass,Summer,Ethnic,Denim
Women,Rectangle,Autumn,Casual,Rayon
