gender,body_type,season,occasion,lower_wear,color
Men,Rectangle,Autumn,Business,Shorts,White
Women,Round,Autumn,Business,Trousers,Navy Blue
Men,Rectangle,Winter,Party,Chinos,Beige
Women,Hourglass,Summer,Business,Trousers,Blue
Men,V-Shape,Summer,Ethnic,Track Pants,Red
Men,Apple,Summer,Business,Kurta Pajama,Purple
Women,Inverted Triangle,Spring,Party,Leggings,Brown
Men,Rectangle,Autumn,Gym/Sport,Formal Pants,Red
Women,Inverted Triangle,Winter,Casual,Sharara,White
Women,Round,Spring,Ethnic,Palazzo,Navy Blue
Men,Triangle,Winter,Casual,Trousers,Blue
Women,Inverted Triangle,Spring,Gym/Sport,Leggings,Beige
Men,Triangle,Autumn,Party,Trousers,Navy Blue
Women,Hourglass,Autumn,Casual,Salwar,Red
Women,Inverted Triangle,Autumn,Casual,Sharara,Black
Men,Triangle,Winter,Business,Track Pants,Pink
Women,Hourglass,Summer,Business,Leggings,Pink
Men,Triangle,Winter,Casual,Formal Pants,Blue
Men,Apple,Autumn,Gym/Sport,Formal Pants,Olive
Women,Round,Spring,Party,Skirt,Red
Women,Rectangle,Autumn,Party,Skirt,Brown
Women,Triangle,Summer,Ethnic,Skirt,Pink
Women,Inverted Triangle,Summer,Gym/Sport,Leggings,Pink
Men,Rectangle,Winter,Gym/Sport,Shorts,White
Men,V-Shape,Winter,Gym/Sport,Jeans,Brown
Women,Hourglass,Spring,Gym/Sport,Skirt,Beige
Men,V-Shape,Autumn,Business,Track Pants,White
Men,V-Shape,Spring,Gym/Sport,Formal Pants,Olive
Men,Triangle,Winter,Business,Trousers,Olive
Women,Triangle,Spring,Party,Sharara,White
Women,Inverted Triangle,Winter,Business,Leggings,Beige
Men,Triangle,Winter,Ethnic,Chinos,Olive
Women,Inverted Triangle,Summer,Party,Trousers,Grey
Women,Rectangle,Autumn,Ethnic,Salwar,Grey
Women,Round,Winter,Business,Skirt,Brown
Women,Inverted Triangle,Winter,Ethnic,Jeans,Black
Men,Triangle,Autumn,Party,Jeans,Red
Men,V-Shape,Winter,Ethnic,Formal Pants,Black
Men,Triangle,Winter,Party,Chinos,Blue
Men,Rectangle,Winter,Business,Shorts,White
Men,Rectangle,Winter,Party,Kurta Pajama,White
Men,Rectangle,Autumn,Casual,Kurta Pajama,Blue
Men,V-Shape,Spring,Business,Kurta Pajama,Olive
Men,V-Shape,Spring,Gym/Sport,Kurta Pajama,White
Men,Rectangle,Summer,Gym/Sport,Jeans,Red
Men,Apple,Summer,Casual,Kurta Pajama,Purple
Men,Rectangle,Winter,Party,Kurta Pajama,Black
Women,Rectangle,Summer,Party,Leggings,Purple
Women,Rectangle,Summer,Casual,Palazzo,Blue
Women,Rectangle,Winter,Casual,Jeans,Purple
Men,V-Shape,Spring,Ethnic,Chinos,Brown
Women,Inverted Triangle,Autumn,Gym/Sport,Palazzo,Olive
Women,Triangle,Winter,Party,Leggings,Brown
Women,Triangle,Autumn,Casual,Jeans,Black
Women,Triangle,Autumn,Party,Sharara,Grey
Men,V-Shape,Summer,Ethnic,Formal Pants,Olive
Women,Triangle,Winter,Ethnic,Sharara,Purple
Women,Rectangle,Winter,Gym/Sport,Jeans,Red
Women,Inverted Triangle,Autumn,Business,Sharara,Blue
Men,Apple,Summer,Party,Kurta Pajama,Black
Men,Apple,Autumn,Gym/Sport,Formal Pants,Purple
Men,Rectangle,Spring,Business,Jeans,White
Men,Triangle,Spring,Gym/Sport,Shorts,Blue
Women,Round,Winter,Casual,Skirt,Navy Blue
Men,Rectangle,Autumn,Business,Kurta Pajama,Olive
Men,Rectangle,Winter,Ethnic,Trousers,Red
Women,Triangle,Summer,Party,Skirt,Navy Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Trousers,Pink
Men,Rectangle,Autumn,Ethnic,Trousers,Grey
Men,V-Shape,Spring,Gym/Sport,Formal Pants,Navy Blue
Men,Rectangle,Autumn,Party,Track Pants,Purple
Women,Hourglass,Winter,Party,Trousers,Red
Women,Round,Autumn,Party,Trousers,Blue
Men,Triangle,Summer,Casual,Chinos,Beige
Men,Rectangle,Spring,Party,Track Pants,Olive
Women,Hourglass,Autumn,Gym/Sport,Palazzo,Black
Men,Triangle,Winter,Gym/Sport,Formal Pants,White
Women,Hourglass,Winter,Business,Salwar,Grey
Women,Round,Winter,Business,Sharara,White
Women,Triangle,Autumn,Casual,Palazzo,Pink
Men,V-Shape,Autumn,Casual,Trousers,Olive
Women,Inverted Triangle,Winter,Ethnic,Leggings,Pink
Women,Rectangle,Summer,Business,Salwar,Black
Men,Apple,Summer,Gym/Sport,Trousers,White
Men,V-Shape,Autumn,Party,Jeans,White
Men,Triangle,Winter,Casual,Chinos,Purple
Women,Round,Spring,Party,Trousers,Pink
Men,V-Shape,Spring,Business,Kurta Pajama,Olive
Men,Apple,Winter,Casual,Jeans,Black
Women,Hourglass,Spring,Ethnic,Trousers,Navy Blue
Men,Rectangle,Winter,Business,Jeans,Purple
Women,Round,Winter,Party,Sharara,Navy Blue
Men,V-Shape,Autumn,Party,Trousers,White
Men,Triangle,Autumn,Business,Chinos,Black
Women,Rectangle,Winter,Casual,Skirt,Grey
Women,Rectangle,Autumn,Casual,Trousers,Black
Men,Apple,Summer,Gym/Sport,Chinos,Black
Women,Inverted Triangle,Summer,Party,Skirt,Blue
Women,Inverted Triangle,Autumn,Party,Sharara,Blue
Men,Triangle,Winter,Casual,Formal Pants,Beige
Women,Hourglass,Spring,Casual,Salwar,Purple
Women,Inverted Triangle,Winter,Ethnic,Salwar,Purple
Men,Rectangle,Winter,Business,Kurta Pajama,Navy Blue
Men,Triangle,Summer,Ethnic,Chinos,Red
Men,Apple,Summer,Ethnic,Chinos,Beige
Women,Triangle,Autumn,Gym/Sport,Skirt,Beige
Women,Rectangle,Winter,Ethnic,Palazzo,Blue
Men,Rectangle,Winter,Business,Formal Pants,Beige
Men,V-Shape,Autumn,Ethnic,Jeans,Black
Women,Inverted Triangle,Spring,Gym/Sport,Sharara,Black
Women,Rectangle,Summer,Gym/Sport,Trousers,Black
Women,Inverted Triangle,Winter,Party,Sharara,Purple
Men,Rectangle,Summer,Gym/Sport,Track Pants,White
Women,Hourglass,Spring,Ethnic,Trousers,Red
Men,Apple,Summer,Gym/Sport,Jeans,Olive
Men,Rectangle,Summer,Party,Jeans,Olive
Women,Round,Autumn,Casual,Sharara,White
Women,Rectangle,Winter,Party,Trousers,Navy Blue
Men,V-Shape,Winter,Casual,Jeans,Pink
Women,Inverted Triangle,Winter,Party,Skirt,Purple
Women,Rectangle,Autumn,Business,Salwar,Olive
Women,Hourglass,Summer,Casual,Salwar,Purple
Women,Rectangle,Winter,Party,Skirt,Grey
Men,Triangle,Winter,Business,Kurta Pajama,Purple
Men,Triangle,Winter,Gym/Sport,Kurta Pajama,Purple
Women,Inverted Triangle,Winter,Gym/Sport,Sharara,Black
Men,Apple,Summer,Party,Trousers,Brown
Men,Rectangle,Winter,Ethnic,Formal Pants,Olive
Men,Rectangle,Summer,Party,Track Pants,Grey
Men,Rectangle,Autumn,Party,Formal Pants,Olive
Women,Round,Autumn,Party,Palazzo,Black
Men,V-Shape,Winter,Business,Formal Pants,Brown
Men,Apple,Winter,Gym/Sport,Kurta Pajama,Purple
Women,Triangle,Spring,Gym/Sport,Trousers,Brown
Women,Round,Autumn,Party,Trousers,Beige
Women,Round,Spring,Business,Sharara,Black
Men,Rectangle,Spring,Business,Kurta Pajama,Grey
Men,Apple,Summer,Party,Track Pants,Olive
Women,Round,Winter,Party,Trousers,Purple
Women,Round,Winter,Business,Skirt,White
Men,Rectangle,Spring,Casual,Kurta Pajama,Purple
Women,Hourglass,Spring,Gym/Sport,Leggings,Blue
Men,Rectangle,Spring,Gym/Sport,Jeans,Red
Men,Triangle,Winter,Ethnic,Formal Pants,Red
Men,Apple,Summer,Business,Track Pants,Pink
Men,Triangle,Spring,Ethnic,Kurta Pajama,Red
Men,Triangle,Summer,Party,Chinos,Beige
Men,Triangle,Spring,Ethnic,Shorts,Grey
Women,Inverted Triangle,Autumn,Casual,Jeans,Olive
Women,Rectangle,Summer,Casual,Trousers,Brown
Men,Rectangle,Autumn,Gym/Sport,Formal Pants,Purple
Women,Rectangle,Spring,Ethnic,Salwar,Navy Blue
Men,Triangle,Summer,Ethnic,Chinos,Pink
Men,Triangle,Spring,Party,Formal Pants,White
Women,Hourglass,Winter,Ethnic,Palazzo,Pink
Men,Rectangle,Autumn,Business,Formal Pants,Blue
Men,Triangle,Summer,Party,Chinos,Beige
Women,Hourglass,Winter,Party,Skirt,Navy Blue
Women,Round,Spring,Party,Skirt,Red
Men,Triangle,Summer,Casual,Kurta Pajama,Blue
Men,Triangle,Winter,Casual,Trousers,Purple
Men,V-Shape,Autumn,Casual,Chinos,Brown
Men,Triangle,Spring,Casual,Chinos,Brown
Men,Triangle,Spring,Casual,Chinos,Olive
Women,Hourglass,Spring,Casual,Skirt,Navy Blue
Women,Inverted Triangle,Spring,Party,Leggings,Purple
Men,Apple,Autumn,Gym/Sport,Jeans,Grey
Women,Round,Spring,Party,Leggings,Blue
Women,Triangle,Summer,Gym/Sport,Palazzo,Brown
Women,Triangle,Summer,Ethnic,Trousers,Navy Blue
Women,Rectangle,Summer,Ethnic,Sharara,Red
Men,Triangle,Winter,Party,Formal Pants,Purple
Women,Triangle,Summer,Ethnic,Sharara,Navy Blue
Men,V-Shape,Spring,Gym/Sport,Chinos,Black
Women,Round,Autumn,Casual,Leggings,Pink
Women,Triangle,Autumn,Gym/Sport,Leggings,Pink
Men,V-Shape,Spring,Ethnic,Kurta Pajama,White
Women,Round,Autumn,Party,Salwar,Olive
Men,Apple,Winter,Ethnic,Chinos,Black
Men,Triangle,Summer,Casual,Chinos,Purple
Men,Triangle,Autumn,Ethnic,Shorts,Olive
Men,Triangle,Spring,Ethnic,Track Pants,Beige
Men,Triangle,Spring,Casual,Track Pants,Brown
Women,Rectangle,Autumn,Casual,Leggings,White
Men,Apple,Autumn,Ethnic,Trousers,Navy Blue
Women,Triangle,Spring,Ethnic,Sharara,Olive
Men,V-Shape,Winter,Casual,Trousers,Pink
Women,Rectangle,Autumn,Business,Palazzo,Purple
Men,Rectangle,Winter,Party,Track Pants,Red
Women,Triangle,Winter,Gym/Sport,Salwar,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Kurta Pajama,Brown
Women,Triangle,Winter,Gym/Sport,Jeans,Beige
Men,Triangle,Autumn,Ethnic,Kurta Pajama,Beige
Women,Round,Autumn,Casual,Sharara,Grey
Women,Inverted Triangle,Summer,Casual,Salwar,Red
Women,Inverted Triangle,Summer,Business,Skirt,Olive
Women,Rectangle,Spring,Ethnic,Leggings,White
Men,Triangle,Spring,Business,Shorts,Brown
Men,Triangle,Spring,Business,Track Pants,Purple
Men,Apple,Autumn,Party,Track Pants,White
Men,Rectangle,Winter,Party,Formal Pants,Pink
Women,Round,Autumn,Ethnic,Palazzo,Pink
Women,Rectangle,Summer,Ethnic,Trousers,Blue
Women,Inverted Triangle,Winter,Party,Palazzo,White
Women,Inverted Triangle,Summer,Gym/Sport,Sharara,Pink
Women,Hourglass,Summer,Casual,Jeans,Beige
Men,Triangle,Summer,Party,Trousers,Beige
Men,V-Shape,Autumn,Casual,Formal Pants,White
Men,Rectangle,Spring,Party,Trousers,Pink
Men,V-Shape,Summer,Ethnic,Chinos,Pink
Women,Inverted Triangle,Autumn,Ethnic,Skirt,Beige
Women,Round,Autumn,Gym/Sport,Palazzo,White
Women,Triangle,Spring,Casual,Jeans,Purple
Women,Round,Spring,Casual,Salwar,Brown
Men,Triangle,Autumn,Business,Track Pants,Brown
Women,Inverted Triangle,Spring,Party,Skirt,Pink
Women,Rectangle,Spring,Casual,Salwar,Grey
Men,Apple,Winter,Business,Jeans,Pink
Men,V-Shape,Autumn,Business,Track Pants,Purple
Men,V-Shape,Winter,Gym/Sport,Shorts,Navy Blue
Women,Triangle,Spring,Ethnic,Sharara,Brown
Women,Inverted Triangle,Spring,Party,Trousers,Red
Women,Round,Autumn,Gym/Sport,Leggings,Olive
Men,Apple,Summer,Ethnic,Shorts,Red
Women,Triangle,Autumn,Business,Leggings,Olive
Men,V-Shape,Autumn,Party,Kurta Pajama,White
Women,Hourglass,Autumn,Party,Jeans,Purple
Women,Rectangle,Spring,Ethnic,Palazzo,Pink
Women,Inverted Triangle,Summer,Gym/Sport,Trousers,White
Men,Apple,Summer,Casual,Track Pants,Red
Women,Round,Winter,Party,Sharara,Grey
Men,Apple,Summer,Casual,Track Pants,Grey
Men,Apple,Autumn,Casual,Track Pants,Pink
Women,Round,Summer,Ethnic,Leggings,Purple
Men,Rectangle,Spring,Gym/Sport,Kurta Pajama,Black
Men,Rectangle,Autumn,Casual,Formal Pants,Black
Women,Round,Summer,Casual,Sharara,Red
Men,Triangle,Autumn,Party,Kurta Pajama,Blue
Men,Triangle,Autumn,Casual,Track Pants,Pink
Women,Inverted Triangle,Summer,Casual,Trousers,Navy Blue
Women,Triangle,Winter,Business,Leggings,Navy Blue
Women,Rectangle,Autumn,Party,Leggings,Olive
Women,Rectangle,Spring,Party,Skirt,White
Women,Inverted Triangle,Spring,Casual,Sharara,Pink
Men,V-Shape,Autumn,Casual,Jeans,Olive
Men,Rectangle,Autumn,Gym/Sport,Chinos,Olive
Men,V-Shape,Autumn,Casual,Jeans,Pink
Women,Round,Autumn,Party,Jeans,White
Women,Round,Winter,Business,Trousers,Beige
Men,Apple,Winter,Ethnic,Track Pants,Grey
Men,Triangle,Winter,Ethnic,Chinos,Olive
Women,Inverted Triangle,Autumn,Gym/Sport,Palazzo,Olive
Men,Apple,Winter,Casual,Shorts,Red
Men,V-Shape,Autumn,Ethnic,Shorts,Beige
Women,Rectangle,Spring,Party,Skirt,Brown
Men,Rectangle,Spring,Ethnic,Shorts,White
Men,Rectangle,Autumn,Gym/Sport,Shorts,Grey
Women,Inverted Triangle,Autumn,Casual,Salwar,Navy Blue
Women,Inverted Triangle,Winter,Casual,Trousers,Beige
Women,Inverted Triangle,Winter,Casual,Salwar,Purple
Men,V-Shape,Summer,Ethnic,Shorts,White
Women,Round,Autumn,Business,Skirt,Red
Women,Hourglass,Autumn,Casual,Trousers,Olive
Women,Round,Summer,Ethnic,Trousers,White
Women,Round,Autumn,Gym/Sport,Salwar,White
Men,Triangle,Spring,Gym/Sport,Chinos,Navy Blue
Women,Triangle,Autumn,Ethnic,Skirt,Purple
Men,Rectangle,Autumn,Party,Chinos,White
Men,Rectangle,Winter,Party,Formal Pants,Blue
Women,Round,Summer,Business,Jeans,Beige
Men,Apple,Autumn,Gym/Sport,Shorts,Grey
Women,Hourglass,Spring,Ethnic,Palazzo,Olive
Women,Rectangle,Summer,Party,Leggings,Black
Women,Inverted Triangle,Summer,Casual,Trousers,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Trousers,Purple
Men,Apple,Winter,Gym/Sport,Track Pants,Red
Women,Triangle,Summer,Casual,Jeans,White
Men,Apple,Summer,Business,Trousers,Black
Women,Hourglass,Autumn,Gym/Sport,Palazzo,Purple
Men,Triangle,Spring,Business,Chinos,Pink
Women,Round,Spring,Party,Trousers,Purple
Men,Rectangle,Winter,Party,Track Pants,Blue
Women,Rectangle,Winter,Casual,Salwar,Grey
Men,Triangle,Autumn,Party,Formal Pants,White
Men,Rectangle,Spring,Ethnic,Track Pants,Pink
Women,Triangle,Summer,Ethnic,Salwar,Olive
Men,V-Shape,Spring,Business,Formal Pants,Beige
Men,Apple,Summer,Gym/Sport,Track Pants,Pink
Men,Apple,Spring,Business,Shorts,Pink
Men,Apple,Winter,Gym/Sport,Kurta Pajama,Blue
Women,Round,Winter,Casual,Leggings,White
Men,V-Shape,Winter,Business,Trousers,Purple
Women,Inverted Triangle,Spring,Gym/Sport,Trousers,Olive
Women,Inverted Triangle,Spring,Business,Jeans,Pink
Women,Triangle,Autumn,Casual,Leggings,White
Women,Inverted Triangle,Spring,Business,Leggings,Pink
Men,Rectangle,Spring,Casual,Shorts,Blue
Women,Rectangle,Autumn,Business,Palazzo,Brown
Women,Round,Summer,Casual,Palazzo,Pink
Women,Round,Autumn,Business,Palazzo,White
Men,Rectangle,Spring,Ethnic,Kurta Pajama,Beige
Men,Rectangle,Summer,Gym/Sport,Kurta Pajama,Red
Men,Rectangle,Summer,Party,Formal Pants,Purple
Men,Triangle,Spring,Ethnic,Shorts,Olive
Men,V-Shape,Summer,Gym/Sport,Jeans,Black
Women,Triangle,Spring,Ethnic,Skirt,Grey
Women,Round,Autumn,Casual,Salwar,Red
Men,Rectangle,Autumn,Casual,Formal Pants,Red
Women,Round,Summer,Party,Jeans,Navy Blue
Men,Triangle,Autumn,Party,Trousers,Grey
Women,Rectangle,Autumn,Ethnic,Sharara,Purple
Women,Rectangle,Autumn,Gym/Sport,Palazzo,Brown
Women,Triangle,Autumn,Business,Jeans,Grey
Men,Apple,Autumn,Ethnic,Trousers,Navy Blue
Women,Triangle,Spring,Casual,Salwar,Purple
Men,Apple,Winter,Business,Jeans,Grey
Men,Apple,Summer,Ethnic,Track Pants,Pink
Men,Rectangle,Summer,Gym/Sport,Chinos,Beige
Women,Inverted Triangle,Spring,Business,Salwar,Olive
Men,V-Shape,Autumn,Ethnic,Track Pants,Grey
Women,Hourglass,Winter,Casual,Leggings,Black
Men,V-Shape,Autumn,Party,Shorts,Beige
Women,Round,Winter,Ethnic,Trousers,Red
Men,V-Shape,Autumn,Ethnic,Jeans,Pink
Men,Apple,Spring,Gym/Sport,Formal Pants,White
Men,Rectangle,Summer,Business,Track Pants,Pink
Women,Inverted Triangle,Autumn,Gym/Sport,Sharara,Navy Blue
Women,Inverted Triangle,Spring,Business,Sharara,Brown
Women,Rectangle,Spring,Ethnic,Sharara,Beige
Men,Apple,Spring,Ethnic,Jeans,Grey
Men,V-Shape,Summer,Gym/Sport,Track Pants,Beige
Men,Rectangle,Spring,Casual,Formal Pants,Navy Blue
Women,Hourglass,Winter,Party,Trousers,Olive
Men,Apple,Autumn,Ethnic,Shorts,Black
Men,Rectangle,Summer,Ethnic,Formal Pants,Navy Blue
Women,Hourglass,Summer,Gym/Sport,Trousers,Grey
Women,Rectangle,Autumn,Ethnic,Trousers,Pink
Men,Rectangle,Spring,Casual,Trousers,Olive
Women,Rectangle,Spring,Business,Palazzo,Pink
Men,Triangle,Summer,Business,Trousers,Purple
Women,Inverted Triangle,Winter,Business,Trousers,Grey
Women,Inverted Triangle,Spring,Ethnic,Palazzo,Navy Blue
Women,Triangle,Spring,Ethnic,Leggings,Olive
Men,Triangle,Spring,Gym/Sport,Formal Pants,Beige
Men,Apple,Summer,Party,Shorts,White
Women,Hourglass,Summer,Casual,Palazzo,White
Women,Triangle,Summer,Ethnic,Palazzo,Purple
Men,Triangle,Summer,Business,Shorts,Pink
Men,Rectangle,Spring,Casual,Shorts,Purple
Men,Triangle,Spring,Party,Formal Pants,Purple
Men,Rectangle,Summer,Ethnic,Chinos,Black
Women,Rectangle,Autumn,Ethnic,Salwar,Pink
Women,Round,Spring,Party,Sharara,Purple
Women,Rectangle,Autumn,Party,Jeans,Beige
Women,Triangle,Winter,Casual,Jeans,Beige
Women,Hourglass,Spring,Business,Salwar,Brown
Women,Inverted Triangle,Summer,Party,Leggings,Purple
Men,Rectangle,Summer,Casual,Trousers,Grey
Women,Inverted Triangle,Summer,Business,Sharara,Olive
Men,Apple,Summer,Ethnic,Formal Pants,Olive
Women,Round,Summer,Ethnic,Skirt,Red
Men,Rectangle,Winter,Gym/Sport,Kurta Pajama,Olive
Men,Triangle,Winter,Ethnic,Kurta Pajama,Red
Women,Triangle,Winter,Party,Palazzo,White
Men,Apple,Autumn,Business,Shorts,Pink
Women,Rectangle,Summer,Casual,Trousers,Navy Blue
Men,Apple,Summer,Ethnic,Jeans,Navy Blue
Men,Apple,Spring,Gym/Sport,Track Pants,Brown
Women,Inverted Triangle,Spring,Business,Jeans,Blue
Women,Hourglass,Winter,Business,Skirt,Olive
Men,Rectangle,Winter,Ethnic,Shorts,Grey
Men,Apple,Spring,Ethnic,Jeans,Black
Men,Rectangle,Winter,Party,Shorts,Red
Men,V-Shape,Spring,Gym/Sport,Formal Pants,Pink
Women,Rectangle,Autumn,Party,Trousers,Olive
Women,Inverted Triangle,Autumn,Business,Trousers,Blue
Men,Triangle,Autumn,Gym/Sport,Shorts,Grey
Men,Apple,Winter,Ethnic,Trousers,Black
Women,Inverted Triangle,Autumn,Ethnic,Skirt,White
Men,Apple,Summer,Ethnic,Chinos,Olive
Men,V-Shape,Winter,Ethnic,Formal Pants,White
Men,Apple,Winter,Party,Shorts,Olive
Men,Rectangle,Summer,Business,Track Pants,Red
Women,Rectangle,Autumn,Casual,Leggings,White
Women,Rectangle,Spring,Business,Salwar,Purple
Women,Triangle,Autumn,Gym/Sport,Palazzo,Purple
Women,Rectangle,Summer,Gym/Sport,Skirt,Beige
Women,Triangle,Autumn,Casual,Jeans,Blue
Women,Triangle,Summer,Ethnic,Leggings,Black
Men,Triangle,Winter,Business,Formal Pants,Olive
Women,Inverted Triangle,Winter,Gym/Sport,Jeans,Blue
Women,Triangle,Autumn,Casual,Jeans,Red
Women,Round,Winter,Business,Salwar,Navy Blue
Women,Round,Summer,Business,Jeans,Grey
Women,Triangle,Summer,Ethnic,Leggings,Olive
Women,Rectangle,Autumn,Gym/Sport,Palazzo,Beige
Men,Apple,Spring,Ethnic,Jeans,Olive
Women,Triangle,Summer,Party,Jeans,Grey
Women,Hourglass,Winter,Casual,Palazzo,Black
Men,V-Shape,Summer,Party,Kurta Pajama,Pink
Women,Triangle,Summer,Ethnic,Salwar,White
Women,Round,Winter,Ethnic,Salwar,White
Women,Hourglass,Spring,Ethnic,Salwar,Purple
Men,V-Shape,Autumn,Party,Trousers,Olive
Men,Triangle,Spring,Party,Trousers,Black
Men,Triangle,Autumn,Business,Shorts,Olive
Men,Triangle,Autumn,Business,Kurta Pajama,Brown
Men,Rectangle,Summer,Party,Formal Pants,Brown
Women,Round,Autumn,Business,Leggings,Grey
Men,Apple,Spring,Casual,Shorts,Olive
Women,Inverted Triangle,Summer,Gym/Sport,Trousers,Grey
Men,Triangle,Winter,Business,Kurta Pajama,White
Men,Triangle,Autumn,Party,Chinos,Pink
Men,Rectangle,Summer,Business,Track Pants,Brown
Women,Hourglass,Autumn,Party,Sharara,Navy Blue
Men,Triangle,Autumn,Business,Track Pants,Pink
Women,Rectangle,Winter,Casual,Jeans,Pink
Men,Rectangle,Autumn,Casual,Shorts,Black
Women,Round,Winter,Casual,Jeans,Beige
Women,Triangle,Autumn,Business,Sharara,Red
Men,Apple,Winter,Casual,Track Pants,Beige
Men,Triangle,Summer,Business,Track Pants,White
Men,Rectangle,Autumn,Gym/Sport,Shorts,Pink
Women,Round,Winter,Business,Trousers,Purple
Men,Rectangle,Winter,Party,Formal Pants,Navy Blue
Men,V-Shape,Winter,Casual,Shorts,Olive
Men,Apple,Winter,Party,Formal Pants,Red
Women,Inverted Triangle,Autumn,Casual,Sharara,Olive
Women,Hourglass,Summer,Business,Salwar,Grey
Men,V-Shape,Autumn,Casual,Shorts,Grey
Women,Inverted Triangle,Autumn,Business,Salwar,White
Men,Triangle,Spring,Gym/Sport,Chinos,Grey
Women,Hourglass,Winter,Ethnic,Salwar,Red
Women,Round,Spring,Ethnic,Trousers,Grey
Women,Triangle,Autumn,Business,Trousers,Grey
Women,Hourglass,Autumn,Party,Skirt,Beige
Women,Inverted Triangle,Winter,Party,Jeans,White
Women,Hourglass,Autumn,Gym/Sport,Jeans,Beige
Men,Apple,Winter,Casual,Track Pants,Red
Men,Rectangle,Summer,Casual,Track Pants,Blue
Women,Inverted Triangle,Spring,Party,Sharara,Black
Women,Triangle,Autumn,Ethnic,Trousers,White
Men,Triangle,Winter,Gym/Sport,Jeans,Olive
Women,Round,Winter,Business,Jeans,Blue
Men,Apple,Summer,Ethnic,Jeans,Purple
Men,V-Shape,Winter,Ethnic,Formal Pants,Purple
Women,Rectangle,Summer,Casual,Leggings,Pink
Men,Apple,Summer,Ethnic,Kurta Pajama,Brown
Women,Inverted Triangle,Spring,Ethnic,Trousers,Beige
Women,Rectangle,Summer,Gym/Sport,Leggings,Blue
Women,Triangle,Spring,Party,Skirt,Navy Blue
Men,V-Shape,Spring,Party,Jeans,Purple
Men,Apple,Spring,Party,Jeans,Red
Women,Rectangle,Spring,Business,Trousers,Olive
Men,Rectangle,Autumn,Ethnic,Formal Pants,Navy Blue
Men,V-Shape,Spring,Ethnic,Chinos,Olive
Women,Rectangle,Summer,Gym/Sport,Skirt,Purple
Women,Triangle,Summer,Casual,Jeans,Grey
Men,Triangle,Winter,Casual,Jeans,Purple
Men,Triangle,Autumn,Party,Track Pants,Blue
Men,Triangle,Winter,Party,Shorts,Olive
Women,Round,Summer,Gym/Sport,Sharara,Purple
Men,Rectangle,Autumn,Casual,Trousers,Pink
Women,Hourglass,Winter,Ethnic,Salwar,Blue
Men,Apple,Winter,Gym/Sport,Track Pants,Beige
Men,Apple,Autumn,Business,Chinos,Black
Men,V-Shape,Autumn,Gym/Sport,Chinos,Beige
Women,Triangle,Winter,Business,Palazzo,Black
Men,V-Shape,Winter,Gym/Sport,Formal Pants,Purple
Men,V-Shape,Spring,Party,Trousers,Blue
Women,Rectangle,Spring,Party,Salwar,Navy Blue
Women,Hourglass,Summer,Gym/Sport,Palazzo,Beige
Women,Inverted Triangle,Winter,Business,Leggings,Red
Men,Rectangle,Summer,Business,Chinos,Red
Women,Hourglass,Summer,Ethnic,Trousers,Red
Women,Round,Summer,Ethnic,Jeans,Purple
Men,V-Shape,Autumn,Casual,Chinos,Olive
Men,Triangle,Autumn,Business,Jeans,White
Women,Triangle,Spring,Gym/Sport,Trousers,Brown
Men,V-Shape,Summer,Business,Shorts,Black
Men,Apple,Summer,Business,Trousers,Blue
Men,V-Shape,Spring,Gym/Sport,Kurta Pajama,Red
Men,Triangle,Summer,Casual,Shorts,Blue
Men,Triangle,Summer,Ethnic,Chinos,Pink
Men,Apple,Spring,Ethnic,Kurta Pajama,Brown
Women,Triangle,Summer,Gym/Sport,Leggings,Beige
Men,Triangle,Spring,Ethnic,Shorts,Red
Women,Hourglass,Winter,Ethnic,Trousers,Olive
Men,Triangle,Winter,Gym/Sport,Shorts,Olive
Women,Round,Summer,Ethnic,Palazzo,Black
Men,Apple,Spring,Party,Kurta Pajama,Grey
Men,Apple,Autumn,Business,Track Pants,Navy Blue
Men,V-Shape,Autumn,Casual,Track Pants,Red
Men,V-Shape,Spring,Party,Jeans,Purple
Men,Apple,Spring,Gym/Sport,Track Pants,Brown
Men,Apple,Winter,Business,Shorts,Brown
Men,V-Shape,Autumn,Party,Formal Pants,White
Men,V-Shape,Winter,Party,Jeans,Navy Blue
Women,Triangle,Autumn,Business,Palazzo,Pink
Women,Rectangle,Winter,Party,Sharara,Purple
Men,Apple,Winter,Gym/Sport,Trousers,Navy Blue
Women,Inverted Triangle,Spring,Ethnic,Trousers,White
Women,Triangle,Winter,Business,Palazzo,Black
Men,Apple,Winter,Casual,Jeans,Grey
Men,Apple,Autumn,Gym/Sport,Jeans,Black
Women,Triangle,Spring,Gym/Sport,Skirt,Grey
Men,Apple,Spring,Party,Kurta Pajama,Navy Blue
Women,Inverted Triangle,Summer,Gym/Sport,Skirt,Blue
Men,Rectangle,Winter,Business,Chinos,Beige
Women,Triangle,Autumn,Party,Sharara,Navy Blue
Women,Hourglass,Summer,Casual,Sharara,Beige
Men,Triangle,Winter,Gym/Sport,Formal Pants,Brown
Men,Triangle,Summer,Ethnic,Formal Pants,White
Women,Rectangle,Spring,Business,Leggings,Olive
Women,Inverted Triangle,Spring,Party,Jeans,Navy Blue
Men,Triangle,Autumn,Casual,Trousers,Pink
