gender,body_type,season,occasion,upper_cloth,color
Men,Apple,Summer,Ethnic,Hoodie,Green
Women,Round,Autumn,Gym/Sport,Jacket,Green
Men,Apple,Winter,Ethnic,Blazer,Black
Men,Triangle,Summer,Ethnic,Hoodie,Pink
Women,Inverted Triangle,Summer,Party,Jacket,Yellow
Men,Rectangle,Winter,Gym/Sport,Hoodie,Beige
Women,Hourglass,Winter,Gym/Sport,Top,Yellow
Men,Apple,Autumn,Ethnic,Hoodie,White
Men,Rectangle,Summer,Casual,Sweatshirt,Grey
Women,Round,Summer,Business,Shrug,Navy Blue
Women,Triangle,Winter,Party,Shrug,Grey
Men,Rectangle,Autumn,Business,Polo T-Shirt,Grey
Women,Hourglass,Winter,Ethnic,Shrug,Purple
Women,Rectangle,Autumn,Ethnic,Jacket,Green
Women,Round,Autumn,Gym/Sport,Blouse,Black
Men,Apple,Winter,Casual,Hoodie,Grey
Women,Rectangle,Summer,Ethnic,Kurti,Pink
Men,V-Shape,Spring,Gym/Sport,Blazer,Beige
Men,Rectangle,Autumn,Party,Kurta,Red
Men,Rectangle,Summer,Casual,Polo T-Shirt,Red
Women,Hourglass,Winter,Gym/Sport,Crop Top,Yellow
Men,Rectangle,Summer,Casual,Sweatshirt,Red
Men,Triangle,Spring,Ethnic,Blazer,Yellow
Women,Hourglass,Winter,Casual,Kurti,Green
Women,Triangle,Winter,Casual,T-Shirt,Purple
Men,V-Shape,Spring,Gym/Sport,Shirt,Yellow
Men,V-Shape,Autumn,Ethnic,Shirt,Grey
Men,Triangle,Winter,Ethnic,Jacket,Green
Men,V-Shape,Winter,Gym/Sport,Kurta,Olive
Men,Rectangle,Summer,Gym/Sport,Sweatshirt,Grey
Men,Apple,Spring,Casual,Hoodie,White
Women,Round,Winter,Gym/Sport,Jacket,White
Women,Hourglass,Spring,Gym/Sport,Kurti,Blue
Women,Round,Summer,Casual,T-Shirt,Purple
Men,V-Shape,Summer,Party,Sweatshirt,Yellow
Women,Inverted Triangle,Autumn,Casual,Shrug,Blue
Women,Triangle,Spring,Casual,Sweater,Navy Blue
Men,V-Shape,Winter,Party,Polo T-Shirt,Pink
Men,Rectangle,Winter,Ethnic,Sweatshirt,Purple
Men,V-Shape,Autumn,Party,Sweatshirt,Olive
Women,Inverted Triangle,Summer,Party,Shrug,Blue
Women,Inverted Triangle,Winter,Gym/Sport,Top,Purple
Men,Apple,Autumn,Party,Polo T-Shirt,Navy Blue
Men,Rectangle,Autumn,Ethnic,Jacket,Olive
Women,Round,Winter,Casual,Sweater,Olive
Men,Apple,Autumn,Party,Kurta,Red
Men,Triangle,Summer,Business,Blazer,Green
Women,Triangle,Spring,Business,Kurti,Purple
Women,Round,Summer,Party,Blouse,Grey
Women,Inverted Triangle,Summer,Ethnic,Crop Top,Green
Women,Round,Summer,Ethnic,Jacket,Beige
Men,Triangle,Summer,Casual,Kurta,Beige
Men,Apple,Spring,Ethnic,Jacket,Yellow
Women,Inverted Triangle,Spring,Casual,Blouse,Green
Women,Round,Winter,Casual,Shrug,Black
Men,Apple,Autumn,Party,T-Shirt,Beige
Women,Round,Winter,Business,Crop Top,White
Men,Rectangle,Summer,Gym/Sport,Jacket,Yellow
Women,Triangle,Spring,Ethnic,Blouse,Blue
Men,Apple,Spring,Ethnic,Blazer,Black
Women,Rectangle,Winter,Party,Jacket,Grey
Men,Apple,Summer,Party,Kurta,Yellow
Men,Rectangle,Spring,Party,Blazer,Navy Blue
Women,Round,Winter,Casual,Sweater,Olive
Men,Rectangle,Winter,Casual,Blazer,Green
Women,Inverted Triangle,Winter,Business,Jacket,Blue
Men,Rectangle,Summer,Party,Shirt,Black
Women,Hourglass,Spring,Party,Shrug,Grey
Women,Rectangle,Autumn,Party,Kurti,Red
Women,Triangle,Spring,Party,Sweater,Grey
Women,Round,Spring,Gym/Sport,Jacket,Beige
Women,Round,Autumn,Gym/Sport,Blouse,Grey
Women,Hourglass,Winter,Casual,Crop Top,Green
Men,Rectangle,Autumn,Gym/Sport,Hoodie,Purple
Women,Round,Autumn,Party,Jacket,Beige
Women,Hourglass,Winter,Business,Sweater,Purple
Women,Round,Summer,Business,Top,Navy Blue
Men,Apple,Summer,Gym/Sport,Polo T-Shirt,Yellow
Men,Rectangle,Autumn,Party,Jacket,Red
Men,Triangle,Autumn,Casual,Shirt,Blue
Men,Triangle,Autumn,Party,Polo T-Shirt,Red
Men,V-Shape,Winter,Business,Hoodie,Pink
Women,Inverted Triangle,Autumn,Business,Kurti,Purple
Men,Rectangle,Winter,Party,Polo T-Shirt,Black
Women,Rectangle,Spring,Party,Blouse,Green
Men,V-Shape,Spring,Business,Polo T-Shirt,Pink
Women,Hourglass,Winter,Party,Kurti,Navy Blue
Men,Rectangle,Winter,Gym/Sport,Blazer,Pink
Men,Apple,Spring,Ethnic,Kurta,Red
Men,Triangle,Winter,Gym/Sport,Hoodie,Red
Men,Apple,Summer,Party,Kurta,Purple
Men,Triangle,Autumn,Party,Sweatshirt,White
Women,Hourglass,Winter,Business,Crop Top,Black
Women,Round,Summer,Casual,Sweater,White
Women,Hourglass,Spring,Gym/Sport,Sweater,Olive
Women,Hourglass,Spring,Gym/Sport,T-Shirt,White
Women,Inverted Triangle,Spring,Casual,Jacket,Purple
Women,Hourglass,Autumn,Casual,Kurti,Red
Men,Rectangle,Summer,Ethnic,Jacket,Navy Blue
Men,Apple,Winter,Casual,Blazer,Beige
Men,Rectangle,Spring,Party,Kurta,Blue
Men,Triangle,Autumn,Party,Blazer,Olive
Men,Apple,Summer,Gym/Sport,Kurta,Olive
Men,Apple,Summer,Party,T-Shirt,Olive
Women,Rectangle,Winter,Business,Jacket,Grey
Women,Round,Summer,Gym/Sport,Top,Blue
Women,Hourglass,Winter,Party,Jacket,Green
Women,Hourglass,Autumn,Casual,Top,Green
Men,Triangle,Autumn,Ethnic,Jacket,White
Women,Rectangle,Spring,Party,Top,Pink
Women,Triangle,Winter,Ethnic,T-Shirt,Black
Men,Rectangle,Winter,Ethnic,Jacket,Black
Women,Inverted Triangle,Winter,Gym/Sport,Jacket,Purple
Women,Round,Summer,Party,Sweater,Black
Men,V-Shape,Autumn,Gym/Sport,Shirt,White
Men,V-Shape,Spring,Casual,Jacket,Navy Blue
Men,Triangle,Summer,Business,T-Shirt,White
Women,Rectangle,Winter,Casual,T-Shirt,Olive
Women,Hourglass,Winter,Gym/Sport,Shrug,Red
Men,Apple,Spring,Ethnic,Kurta,Green
Women,Inverted Triangle,Winter,Ethnic,Sweater,White
Women,Inverted Triangle,Autumn,Casual,T-Shirt,Beige
Men,Rectangle,Autumn,Casual,Kurta,Beige
Men,Apple,Autumn,Casual,Blazer,Grey
Women,Round,Autumn,Gym/Sport,Crop Top,Blue
Men,Rectangle,Winter,Casual,T-Shirt,Olive
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Black
Women,Hourglass,Spring,Casual,Blouse,Grey
Men,Apple,Summer,Party,Hoodie,Blue
Women,Hourglass,Autumn,Business,Blouse,Beige
Women,Hourglass,Summer,Casual,Kurti,Grey
Women,Hourglass,Spring,Party,T-Shirt,White
Men,V-Shape,Autumn,Gym/Sport,T-Shirt,Black
Men,Triangle,Autumn,Ethnic,Sweatshirt,Beige
Men,Apple,Summer,Casual,Jacket,Purple
Men,Rectangle,Autumn,Ethnic,Blazer,Blue
Men,Rectangle,Autumn,Business,Jacket,Pink
Women,Hourglass,Autumn,Ethnic,Top,Navy Blue
Men,Apple,Autumn,Ethnic,Hoodie,Yellow
Men,Apple,Summer,Casual,Shirt,White
Men,Rectangle,Spring,Gym/Sport,Sweatshirt,Purple
Men,Apple,Spring,Gym/Sport,Polo T-Shirt,Yellow
Men,Apple,Summer,Party,Sweatshirt,Red
Men,V-Shape,Summer,Casual,Sweatshirt,White
Men,Apple,Summer,Party,Blazer,Green
Men,Triangle,Winter,Ethnic,Shirt,Navy Blue
Women,Round,Winter,Casual,Shrug,Olive
Women,Triangle,Autumn,Gym/Sport,T-Shirt,Pink
Men,Apple,Autumn,Casual,Kurta,Yellow
Women,Round,Autumn,Gym/Sport,Kurti,Blue
Men,V-Shape,Spring,Party,T-Shirt,Grey
Women,Round,Autumn,Casual,Blouse,Beige
Women,Inverted Triangle,Spring,Party,Top,Beige
Men,V-Shape,Winter,Gym/Sport,Hoodie,Beige
Women,Triangle,Summer,Ethnic,Crop Top,Pink
Women,Rectangle,Spring,Casual,Sweater,Grey
Women,Rectangle,Autumn,Casual,Shrug,Grey
Men,Rectangle,Winter,Ethnic,Hoodie,Green
Women,Inverted Triangle,Spring,Business,Sweater,Pink
Men,Triangle,Spring,Business,Shirt,Green
Women,Triangle,Autumn,Gym/Sport,Sweater,Navy Blue
Men,Apple,Spring,Gym/Sport,Shirt,Olive
Women,Triangle,Summer,Ethnic,Shrug,Yellow
Women,Rectangle,Autumn,Business,Sweater,Beige
Men,Apple,Winter,Party,Jacket,Yellow
Women,Hourglass,Winter,Party,T-Shirt,Blue
Men,Triangle,Spring,Business,Sweatshirt,White
Women,Inverted Triangle,Winter,Gym/Sport,T-Shirt,Beige
Women,Hourglass,Summer,Business,Jacket,Blue
Women,Round,Winter,Business,T-Shirt,Beige
Women,Round,Spring,Party,Crop Top,Pink
Women,Rectangle,Autumn,Casual,Blouse,Navy Blue
Women,Round,Winter,Gym/Sport,Crop Top,Grey
Women,Hourglass,Winter,Party,Sweater,Beige
Men,Rectangle,Winter,Party,Hoodie,Red
Men,V-Shape,Spring,Business,Polo T-Shirt,Red
Men,V-Shape,Autumn,Party,Shirt,White
Men,Apple,Winter,Party,Hoodie,Grey
Women,Hourglass,Winter,Gym/Sport,Shrug,Pink
Men,Rectangle,Spring,Casual,Shirt,Purple
Women,Round,Winter,Ethnic,Shrug,Grey
Women,Inverted Triangle,Summer,Ethnic,Jacket,Beige
Men,Rectangle,Summer,Gym/Sport,Sweatshirt,Pink
Men,Apple,Summer,Casual,Shirt,White
Women,Triangle,Spring,Gym/Sport,Blouse,Olive
Men,Apple,Spring,Gym/Sport,Hoodie,Purple
Men,Apple,Winter,Party,Blazer,Pink
Women,Round,Spring,Casual,Kurti,Navy Blue
Women,Round,Autumn,Party,Blouse,Yellow
Men,V-Shape,Summer,Ethnic,Jacket,Navy Blue
Men,Rectangle,Autumn,Casual,Sweatshirt,Yellow
Men,V-Shape,Autumn,Ethnic,Blazer,Black
Men,V-Shape,Summer,Party,Sweatshirt,Yellow
Men,Rectangle,Winter,Business,Hoodie,Black
Women,Round,Spring,Ethnic,Kurti,Beige
Men,Triangle,Summer,Party,Hoodie,Beige
Women,Round,Summer,Party,T-Shirt,Red
Women,Hourglass,Summer,Ethnic,Shrug,Blue
Women,Round,Summer,Gym/Sport,Sweater,Navy Blue
Women,Hourglass,Summer,Casual,Top,White
Women,Round,Spring,Ethnic,Blouse,Green
Women,Inverted Triangle,Winter,Casual,Top,Green
Men,Triangle,Summer,Ethnic,Blazer,Navy Blue
Men,V-Shape,Autumn,Casual,Jacket,Yellow
Men,Triangle,Spring,Casual,Blazer,Green
Men,Apple,Spring,Ethnic,Kurta,White
Women,Rectangle,Autumn,Business,Shrug,Grey
Men,Rectangle,Spring,Ethnic,Blazer,Olive
Men,V-Shape,Winter,Party,Hoodie,Purple
Men,Apple,Autumn,Ethnic,Polo T-Shirt,Blue
Women,Triangle,Winter,Gym/Sport,T-Shirt,Red
Men,Rectangle,Spring,Gym/Sport,T-Shirt,Olive
Women,Inverted Triangle,Spring,Business,Top,Grey
Men,V-Shape,Winter,Ethnic,Jacket,Purple
Women,Rectangle,Autumn,Party,Sweater,Navy Blue
Men,Apple,Summer,Gym/Sport,Shirt,Grey
Women,Triangle,Winter,Ethnic,Shrug,Olive
Men,Rectangle,Winter,Casual,Blazer,Beige
Men,Apple,Summer,Party,Sweatshirt,Beige
Men,V-Shape,Winter,Party,T-Shirt,Olive
Women,Hourglass,Summer,Casual,T-Shirt,Green
Men,Triangle,Autumn,Business,Sweatshirt,Grey
Women,Triangle,Spring,Gym/Sport,Sweater,Navy Blue
Men,V-Shape,Winter,Party,Jacket,Pink
Women,Rectangle,Autumn,Business,Blouse,Blue
Men,Apple,Summer,Business,Sweatshirt,Navy Blue
Women,Inverted Triangle,Spring,Ethnic,Blouse,Red
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Red
Men,V-Shape,Summer,Casual,T-Shirt,Blue
Women,Inverted Triangle,Autumn,Ethnic,T-Shirt,Red
Men,Apple,Autumn,Business,Blazer,Navy Blue
Men,Triangle,Winter,Business,Polo T-Shirt,Olive
Women,Rectangle,Winter,Business,Crop Top,Navy Blue
Men,V-Shape,Summer,Gym/Sport,Shirt,Purple
Women,Rectangle,Autumn,Business,Blouse,Purple
Men,V-Shape,Spring,Business,Polo T-Shirt,Blue
Women,Inverted Triangle,Spring,Business,Shrug,Olive
Women,Triangle,Autumn,Casual,Jacket,Black
Men,Rectangle,Spring,Gym/Sport,Polo T-Shirt,Blue
Men,V-Shape,Spring,Gym/Sport,Polo T-Shirt,Navy Blue
Women,Round,Autumn,Party,T-Shirt,Red
Men,Rectangle,Summer,Party,Blazer,Blue
Men,Triangle,Summer,Business,Shirt,Grey
Women,Hourglass,Winter,Casual,Blouse,Navy Blue
Men,Triangle,Summer,Business,Jacket,Black
Women,Inverted Triangle,Spring,Casual,Blouse,Red
Men,Triangle,Spring,Ethnic,Shirt,Grey
Women,Rectangle,Autumn,Gym/Sport,Crop Top,Grey
Men,Apple,Autumn,Gym/Sport,Blazer,Green
Women,Rectangle,Summer,Party,Sweater,Beige
Women,Hourglass,Spring,Party,Crop Top,White
Men,Triangle,Autumn,Party,Kurta,Black
Men,Rectangle,Winter,Party,T-Shirt,White
Men,Rectangle,Summer,Business,Polo T-Shirt,Red
Men,Rectangle,Summer,Casual,Polo T-Shirt,Olive
Men,V-Shape,Autumn,Gym/Sport,Shirt,Purple
Men,Apple,Spring,Business,T-Shirt,Grey
Men,Triangle,Winter,Casual,Jacket,Red
Men,Apple,Autumn,Gym/Sport,Sweatshirt,Pink
Men,Apple,Winter,Gym/Sport,Polo T-Shirt,Green
Men,V-Shape,Summer,Gym/Sport,Shirt,Green
Women,Hourglass,Autumn,Party,Blouse,Yellow
Men,Triangle,Summer,Casual,Jacket,Yellow
Women,Rectangle,Summer,Business,Kurti,Green
Men,Apple,Autumn,Casual,Jacket,Black
Men,Triangle,Autumn,Casual,Jacket,Yellow
Women,Round,Winter,Party,Shrug,Blue
Men,V-Shape,Summer,Party,Sweatshirt,Purple
Men,Triangle,Winter,Ethnic,Polo T-Shirt,Blue
Women,Hourglass,Autumn,Party,Top,Grey
Women,Rectangle,Summer,Casual,Shrug,Green
Men,Apple,Winter,Business,Blazer,Purple
Women,Inverted Triangle,Winter,Casual,Top,Navy Blue
Women,Round,Winter,Gym/Sport,Kurti,Navy Blue
Men,V-Shape,Spring,Business,T-Shirt,Green
Men,Rectangle,Summer,Party,Sweatshirt,White
Men,Rectangle,Spring,Ethnic,Polo T-Shirt,Red
Men,Rectangle,Summer,Gym/Sport,Jacket,Navy Blue
Men,V-Shape,Winter,Business,Shirt,Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Top,Red
Men,Rectangle,Spring,Casual,Kurta,Black
Men,Triangle,Autumn,Casual,Kurta,Red
Men,Apple,Spring,Business,T-Shirt,Black
Women,Rectangle,Spring,Business,T-Shirt,Grey
Men,Triangle,Autumn,Party,Polo T-Shirt,Pink
Men,Apple,Summer,Gym/Sport,Sweatshirt,Navy Blue
Men,Apple,Autumn,Business,Shirt,White
Women,Hourglass,Autumn,Ethnic,Shrug,Purple
Men,V-Shape,Spring,Casual,Blazer,Yellow
Men,Triangle,Autumn,Gym/Sport,Polo T-Shirt,Black
Men,Apple,Autumn,Ethnic,Kurta,Grey
Men,Rectangle,Winter,Gym/Sport,Hoodie,Navy Blue
Women,Triangle,Spring,Business,T-Shirt,Pink
Women,Triangle,Winter,Ethnic,Shrug,Red
Men,Apple,Spring,Casual,Polo T-Shirt,Beige
Men,V-Shape,Spring,Gym/Sport,Kurta,Black
Women,Hourglass,Autumn,Business,Shrug,Olive
Women,Triangle,Summer,Ethnic,Sweater,Grey
Men,Rectangle,Autumn,Business,Kurta,Black
Women,Triangle,Summer,Ethnic,Jacket,Purple
Men,Triangle,Summer,Party,T-Shirt,Black
Men,Apple,Winter,Gym/Sport,Blazer,Olive
Women,Rectangle,Winter,Party,Jacket,Yellow
Women,Hourglass,Spring,Party,Jacket,Blue
Women,Triangle,Spring,Ethnic,T-Shirt,Purple
Women,Hourglass,Summer,Party,Jacket,Pink
Women,Hourglass,Winter,Party,Blouse,Blue
Men,Triangle,Summer,Party,T-Shirt,Black
Men,Apple,Autumn,Business,T-Shirt,Yellow
Men,V-Shape,Spring,Business,T-Shirt,Olive
Women,Inverted Triangle,Summer,Party,Crop Top,Yellow
Men,Triangle,Winter,Ethnic,Jacket,Grey
Women,Round,Spring,Business,Jacket,Green
Women,Triangle,Autumn,Party,T-Shirt,Beige
Men,Triangle,Spring,Business,Hoodie,Black
Men,Rectangle,Winter,Casual,Shirt,Green
Men,Triangle,Spring,Business,Jacket,Green
Men,Rectangle,Spring,Business,Shirt,Navy Blue
Men,Triangle,Winter,Business,Polo T-Shirt,Red
Men,V-Shape,Winter,Casual,Blazer,Purple
Men,Rectangle,Winter,Party,Shirt,Green
Women,Round,Spring,Gym/Sport,T-Shirt,Black
Men,Triangle,Summer,Business,Jacket,Green
Women,Rectangle,Autumn,Ethnic,Sweater,Black
Men,Apple,Spring,Gym/Sport,Blazer,Beige
Women,Rectangle,Winter,Ethnic,Jacket,Blue
Women,Round,Winter,Business,Shrug,Red
Men,Rectangle,Winter,Gym/Sport,Blazer,Yellow
Men,Triangle,Winter,Ethnic,Blazer,Olive
Men,Apple,Winter,Casual,T-Shirt,Olive
Men,Rectangle,Spring,Gym/Sport,Hoodie,Green
Women,Triangle,Spring,Party,Jacket,Black
Women,Round,Autumn,Ethnic,Jacket,White
Men,V-Shape,Spring,Ethnic,Sweatshirt,White
Women,Rectangle,Winter,Gym/Sport,Top,Pink
Men,Triangle,Summer,Business,Jacket,Grey
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Red
Women,Triangle,Winter,Casual,T-Shirt,Pink
Men,Rectangle,Autumn,Ethnic,Jacket,Green
Women,Inverted Triangle,Spring,Casual,T-Shirt,Beige
Men,V-Shape,Autumn,Casual,Jacket,Black
Men,Rectangle,Winter,Business,Hoodie,Green
Men,V-Shape,Summer,Ethnic,Blazer,Olive
Men,Triangle,Autumn,Party,T-Shirt,Black
Men,Rectangle,Autumn,Casual,Shirt,Navy Blue
Women,Rectangle,Spring,Ethnic,Shrug,White
Women,Round,Summer,Gym/Sport,Crop Top,Blue
Women,Inverted Triangle,Winter,Gym/Sport,Kurti,Pink
Women,Round,Summer,Gym/Sport,T-Shirt,White
Women,Triangle,Spring,Gym/Sport,T-Shirt,White
Women,Round,Autumn,Business,Sweater,Navy Blue
Women,Inverted Triangle,Autumn,Casual,T-Shirt,Navy Blue
Women,Round,Summer,Ethnic,Jacket,Olive
Men,Triangle,Winter,Casual,T-Shirt,Navy Blue
Men,Triangle,Winter,Casual,Sweatshirt,Grey
Men,Apple,Autumn,Business,Jacket,Navy Blue
Men,Rectangle,Autumn,Business,Blazer,Beige
Women,Hourglass,Autumn,Gym/Sport,Kurti,Navy Blue
Women,Triangle,Autumn,Gym/Sport,Shrug,Olive
Women,Hourglass,Autumn,Ethnic,Kurti,Navy Blue
Women,Round,Autumn,Party,Sweater,Yellow
Women,Triangle,Winter,Gym/Sport,Kurti,Pink
Men,Triangle,Winter,Party,Sweatshirt,Red
Men,Triangle,Spring,Business,Sweatshirt,Pink
Men,V-Shape,Winter,Party,Sweatshirt,Purple
Women,Triangle,Autumn,Ethnic,T-Shirt,Yellow
Men,Apple,Autumn,Business,Sweatshirt,Navy Blue
Women,Triangle,Spring,Casual,Shrug,White
Men,Rectangle,Winter,Casual,Polo T-Shirt,Beige
Men,V-Shape,Summer,Gym/Sport,Shirt,Olive
Women,Triangle,Winter,Casual,T-Shirt,Yellow
Women,Hourglass,Winter,Casual,Sweater,Olive
Women,Hourglass,Autumn,Party,Crop Top,Yellow
Men,Rectangle,Winter,Casual,Hoodie,Beige
Women,Triangle,Winter,Ethnic,Top,White
Men,Triangle,Spring,Business,T-Shirt,Black
Women,Round,Winter,Business,Crop Top,Grey
Women,Hourglass,Summer,Casual,Blouse,Purple
Men,Triangle,Winter,Ethnic,Jacket,Green
Men,V-Shape,Spring,Party,Sweatshirt,Blue
Women,Triangle,Winter,Ethnic,Sweater,Grey
Men,Triangle,Autumn,Casual,Shirt,Navy Blue
Women,Hourglass,Summer,Ethnic,Shrug,Blue
Men,Triangle,Spring,Ethnic,Kurta,Yellow
Men,V-Shape,Autumn,Casual,T-Shirt,Grey
Men,Rectangle,Summer,Business,Kurta,Grey
Men,Triangle,Winter,Business,T-Shirt,Olive
Men,Rectangle,Spring,Business,Blazer,Black
Women,Round,Spring,Casual,Top,Pink
Women,Round,Spring,Gym/Sport,T-Shirt,Yellow
Men,Triangle,Autumn,Party,Hoodie,Green
Women,Hourglass,Summer,Ethnic,Shrug,Green
Men,Triangle,Autumn,Gym/Sport,Jacket,Red
Men,Triangle,Winter,Business,Shirt,Olive
Women,Rectangle,Summer,Business,Jacket,Red
Women,Hourglass,Summer,Casual,T-Shirt,Purple
Women,Triangle,Autumn,Casual,Jacket,Green
Men,Apple,Spring,Gym/Sport,Polo T-Shirt,Green
Women,Inverted Triangle,Spring,Casual,Top,White
Men,V-Shape,Winter,Party,Jacket,Red
Women,Inverted Triangle,Autumn,Gym/Sport,Crop Top,Grey
Women,Triangle,Summer,Casual,Blouse,Navy Blue
Women,Rectangle,Summer,Party,Kurti,White
Men,Triangle,Autumn,Business,Sweatshirt,Navy Blue
Men,Rectangle,Spring,Gym/Sport,T-Shirt,Grey
Men,Triangle,Spring,Party,Shirt,Purple
Women,Round,Spring,Casual,Kurti,Beige
Women,Rectangle,Summer,Party,Kurti,Olive
Women,Rectangle,Summer,Ethnic,Sweater,White
Men,V-Shape,Summer,Ethnic,Kurta,Red
Women,Rectangle,Summer,Gym/Sport,Crop Top,Green
Women,Inverted Triangle,Autumn,Gym/Sport,Top,Grey
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Beige
Women,Round,Summer,Gym/Sport,Kurti,Navy Blue
Men,Triangle,Winter,Ethnic,Jacket,Yellow
Women,Hourglass,Winter,Gym/Sport,Kurti,White
Men,Triangle,Winter,Gym/Sport,Blazer,Red
Men,Rectangle,Summer,Casual,Jacket,Navy Blue
Men,V-Shape,Summer,Gym/Sport,T-Shirt,White
Men,Apple,Spring,Casual,Sweatshirt,Red
Men,Apple,Winter,Ethnic,Blazer,Blue
Women,Round,Autumn,Casual,T-Shirt,Yellow
Men,Apple,Summer,Gym/Sport,Blazer,Pink
Men,V-Shape,Autumn,Ethnic,Blazer,Pink
Men,Triangle,Autumn,Casual,Shirt,Pink
Men,Triangle,Summer,Gym/Sport,Sweatshirt,Beige
Men,Rectangle,Winter,Ethnic,Blazer,White
Men,V-Shape,Winter,Casual,Kurta,Pink
Women,Rectangle,Winter,Ethnic,Shrug,Green
Men,Triangle,Autumn,Ethnic,Jacket,Grey
Men,Rectangle,Autumn,Casual,T-Shirt,Navy Blue
Women,Triangle,Autumn,Gym/Sport,Jacket,Navy Blue
Women,Rectangle,Winter,Casual,Jacket,Pink
Men,Rectangle,Autumn,Party,Blazer,Purple
Men,Triangle,Summer,Party,Jacket,Beige
Men,Rectangle,Spring,Business,T-Shirt,Navy Blue
Women,Triangle,Autumn,Casual,Shrug,White
Men,Rectangle,Spring,Party,Hoodie,Grey
Women,Rectangle,Summer,Party,Jacket,Green
Men,V-Shape,Summer,Casual,Shirt,Pink
Women,Hourglass,Spring,Party,Sweater,Navy Blue
Men,V-Shape,Spring,Business,Blazer,Pink
Men,V-Shape,Winter,Ethnic,Sweatshirt,Beige
Men,V-Shape,Autumn,Business,Blazer,Yellow
Women,Triangle,Spring,Party,T-Shirt,Olive
Women,Hourglass,Summer,Party,Top,White
Women,Hourglass,Spring,Casual,Sweater,Pink
Men,Rectangle,Summer,Casual,Shirt,Purple
Women,Hourglass,Spring,Ethnic,Blouse,Olive
Women,Round,Summer,Business,Jacket,Grey
Men,Rectangle,Spring,Party,Kurta,Beige
Men,V-Shape,Autumn,Gym/Sport,Kurta,Blue
Men,V-Shape,Autumn,Business,Jacket,Grey
Men,Apple,Spring,Casual,Kurta,Purple
Women,Hourglass,Autumn,Ethnic,T-Shirt,Green
Women,Inverted Triangle,Winter,Ethnic,Blouse,Purple
Men,V-Shape,Autumn,Business,Jacket,Black
Women,Inverted Triangle,Spring,Business,Sweater,Red
Women,Triangle,Winter,Ethnic,Crop Top,Black
Women,Inverted Triangle,Autumn,Business,Top,Beige
Men,Triangle,Spring,Business,Shirt,Beige
Women,Triangle,Autumn,Casual,Shrug,Green
Women,Rectangle,Winter,Gym/Sport,Sweater,Yellow
Men,V-Shape,Winter,Casual,Polo T-Shirt,Pink
Men,Triangle,Summer,Ethnic,Shirt,Yellow
Men,Apple,Spring,Casual,Blazer,Navy Blue
Women,Hourglass,Spring,Gym/Sport,Top,Yellow
Women,Round,Summer,Gym/Sport,Shrug,Beige
Women,Hourglass,Autumn,Business,Top,White
Men,Rectangle,Winter,Gym/Sport,T-Shirt,Purple
Men,Apple,Spring,Gym/Sport,Kurta,Beige
Women,Inverted Triangle,Spring,Ethnic,Shrug,Yellow
Women,Round,Winter,Party,Top,Yellow
Men,Rectangle,Winter,Gym/Sport,Shirt,Beige
Women,Rectangle,Winter,Ethnic,Shrug,Beige
Men,Triangle,Autumn,Casual,Hoodie,Purple
Men,Triangle,Summer,Ethnic,Jacket,Purple
Women,Triangle,Spring,Ethnic,Crop Top,Grey
Women,Inverted Triangle,Winter,Casual,Kurti,Blue
Women,Rectangle,Autumn,Business,Shrug,Pink
Men,Rectangle,Autumn,Party,Jacket,Black
Men,Apple,Autumn,Casual,Hoodie,Pink
Men,Apple,Winter,Casual,Hoodie,Beige
Men,V-Shape,Summer,Ethnic,Kurta,Grey
Women,Round,Winter,Ethnic,Blouse,Olive
Women,Round,Winter,Business,T-Shirt,Purple
Women,Round,Winter,Casual,Jacket,Red
Men,Rectangle,Summer,Gym/Sport,T-Shirt,Navy Blue
Men,Rectangle,Autumn,Ethnic,Blazer,Purple
Men,Rectangle,Winter,Business,T-Shirt,Navy Blue
Women,Inverted Triangle,Autumn,Ethnic,Top,Pink
Women,Triangle,Spring,Party,Crop Top,Navy Blue
Men,Triangle,Summer,Gym/Sport,Blazer,Red
Men,Apple,Autumn,Casual,Sweatshirt,Green
Women,Rectangle,Spring,Party,Sweater,Pink
Women,Inverted Triangle,Spring,Ethnic,Shrug,Blue
Men,Apple,Summer,Ethnic,Hoodie,Blue
Women,Round,Summer,Casual,T-Shirt,Beige
Women,Rectangle,Summer,Ethnic,Kurti,Olive
Women,Triangle,Autumn,Party,Jacket,Green
Men,Apple,Winter,Gym/Sport,T-Shirt,White
Men,Rectangle,Summer,Ethnic,Polo T-Shirt,Black
Men,V-Shape,Autumn,Ethnic,Hoodie,Grey
Men,V-Shape,Autumn,Ethnic,T-Shirt,Black
Men,Apple,Spring,Casual,Blazer,Yellow
Women,Round,Winter,Party,Blouse,Blue
Women,Hourglass,Autumn,Gym/Sport,Jacket,Pink
Women,Hourglass,Spring,Ethnic,T-Shirt,Yellow
Women,Round,Spring,Party,Kurti,Navy Blue
Men,V-Shape,Autumn,Casual,Shirt,Green
Men,Rectangle,Winter,Ethnic,Kurta,Grey
Women,Hourglass,Spring,Business,Jacket,Green
